BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_air_IST_Lisbon.txt
--------------------------------------------------
O2                                                              
cross_section_air_IST_Lisbon.txt
 
 
 
 Transport coefficients
A1     Mean energy (eV)                                                
A2     Mobility *N (1/m/V/s)                                           
A6     Diffusion coefficient *N (1/m/s)                                
A11    Energy mobility *N (1/m/V/s)                                    
A12    Energy diffusion coef. D*N (1/m/s)                              
A13    Total collision freq. /N (m3/s)                                 
A14    Momentum frequency /N (m3/s)                                    
A16    Total ionization freq. /N (m3/s)                                
A17    Total attachment freq. /N (m3/s)                                
A18    Townsend ioniz. coef. alpha/N (m2)                              
A19    Townsend attach. coef. eta/N (m2)                               
A20    Power /N (eV m3/s)                                              
A21    Elastic power loss /N (eV m3/s)                                 
A22    Inelastic power loss /N (eV m3/s)                               
A23    Growth power /N (eV m3/s)                                       
A27    Maximum energy                                                  
A28    # of iterations                                                 
A29    # of grid trials                                                
          R#    E/N (Td)      A1          A2          A6         A11         A12         A13         A14         A16         A17         A18         A19         A20         A21         A22         A23         A27         A28         A29    
         570   51.13       1.242      0.8378E-13  0.3204E-14  0.1648E-14  0.1036E-14  0.4852E-15  0.3211E-15  0.1673E-15  0.6208E-16  0.1781E-16  0.3181E-17  0.7204E-18  0.2464E-18  0.7985E-18  0.3129E-17  0.1798E-17  0.4804E-18  0.4003E-18  0.2997E-18  0.6031E-18  0.3513E-18  0.1936E-18  0.2450E-19  0.2961E-20  0.1363E-19  0.2393E-21  0.3508E-24  0.1124E-17  0.4348E-13  0.2738E-15  0.1116E-15  0.3279E-16  0.1145E-16  0.5432E-16  0.8227E-17  0.9888E-17  0.1471E-16  0.1577E-16  0.6645E-20  0.3059E-22  0.1687E-19
         571   51.49       1.247      0.8402E-13  0.3225E-14  0.1661E-14  0.1046E-14  0.4918E-15  0.3260E-15  0.1708E-15  0.6362E-16  0.1834E-16  0.3287E-17  0.7465E-18  0.2591E-18  0.8414E-18  0.3297E-17  0.1896E-17  0.5080E-18  0.4235E-18  0.3174E-18  0.6394E-18  0.3728E-18  0.2090E-18  0.2625E-19  0.3213E-20  0.1490E-19  0.2679E-21  0.4052E-24  0.1172E-17  0.4354E-13  0.2743E-15  0.1118E-15  0.3295E-16  0.1155E-16  0.5526E-16  0.8450E-17  0.1033E-16  0.1540E-16  0.1665E-16  0.7102E-20  0.3395E-22  0.1830E-19
         572   51.85       1.252      0.8426E-13  0.3245E-14  0.1674E-14  0.1055E-14  0.4984E-15  0.3310E-15  0.1744E-15  0.6518E-16  0.1889E-16  0.3397E-17  0.7733E-18  0.2724E-18  0.8863E-18  0.3474E-17  0.1999E-17  0.5370E-18  0.4479E-18  0.3360E-18  0.6775E-18  0.3955E-18  0.2254E-18  0.2812E-19  0.3485E-20  0.1628E-19  0.2998E-21  0.4676E-24  0.1222E-17  0.4359E-13  0.2748E-15  0.1120E-15  0.3311E-16  0.1166E-16  0.5622E-16  0.8679E-17  0.1079E-16  0.1612E-16  0.1758E-16  0.7587E-20  0.3765E-22  0.1984E-19
         573   52.21       1.257      0.8451E-13  0.3266E-14  0.1687E-14  0.1065E-14  0.5051E-15  0.3361E-15  0.1780E-15  0.6678E-16  0.1944E-16  0.3508E-17  0.8009E-18  0.2862E-18  0.9332E-18  0.3658E-17  0.2107E-17  0.5674E-18  0.4736E-18  0.3556E-18  0.7177E-18  0.4195E-18  0.2430E-18  0.3010E-19  0.3777E-20  0.1777E-19  0.3352E-21  0.5391E-24  0.1274E-17  0.4364E-13  0.2753E-15  0.1123E-15  0.3328E-16  0.1177E-16  0.5721E-16  0.8916E-17  0.1126E-16  0.1687E-16  0.1855E-16  0.8102E-20  0.4173E-22  0.2151E-19
         574   52.57       1.262      0.8476E-13  0.3287E-14  0.1701E-14  0.1075E-14  0.5117E-15  0.3412E-15  0.1816E-15  0.6840E-16  0.2001E-16  0.3623E-17  0.8292E-18  0.3007E-18  0.9824E-18  0.3852E-17  0.2220E-17  0.5994E-18  0.5006E-18  0.3762E-18  0.7599E-18  0.4447E-18  0.2618E-18  0.3221E-19  0.4093E-20  0.1939E-19  0.3745E-21  0.6209E-24  0.1327E-17  0.4370E-13  0.2759E-15  0.1126E-15  0.3345E-16  0.1189E-16  0.5823E-16  0.9159E-17  0.1175E-16  0.1765E-16  0.1957E-16  0.8649E-20  0.4622E-22  0.2329E-19
         575   52.93       1.268      0.8501E-13  0.3308E-14  0.1714E-14  0.1085E-14  0.5185E-15  0.3463E-15  0.1853E-15  0.7005E-16  0.2059E-16  0.3740E-17  0.8583E-18  0.3159E-18  0.1034E-17  0.4054E-17  0.2338E-17  0.6329E-18  0.5289E-18  0.3979E-18  0.8044E-18  0.4713E-18  0.2820E-18  0.3445E-19  0.4432E-20  0.2115E-19  0.4181E-21  0.7145E-24  0.1383E-17  0.4376E-13  0.2765E-15  0.1128E-15  0.3364E-16  0.1201E-16  0.5928E-16  0.9409E-17  0.1226E-16  0.1846E-16  0.2064E-16  0.9229E-20  0.5116E-22  0.2522E-19
         576   53.30       1.273      0.8527E-13  0.3329E-14  0.1728E-14  0.1095E-14  0.5252E-15  0.3515E-15  0.1890E-15  0.7172E-16  0.2119E-16  0.3861E-17  0.8881E-18  0.3316E-18  0.1087E-17  0.4265E-17  0.2462E-17  0.6681E-18  0.5587E-18  0.4206E-18  0.8511E-18  0.4992E-18  0.3036E-18  0.3683E-19  0.4797E-20  0.2305E-19  0.4665E-21  0.8214E-24  0.1440E-17  0.4381E-13  0.2771E-15  0.1131E-15  0.3383E-16  0.1213E-16  0.6036E-16  0.9666E-17  0.1278E-16  0.1930E-16  0.2175E-16  0.9843E-20  0.5660E-22  0.2729E-19
         577   53.67       1.279      0.8553E-13  0.3350E-14  0.1741E-14  0.1105E-14  0.5320E-15  0.3567E-15  0.1928E-15  0.7342E-16  0.2179E-16  0.3984E-17  0.9187E-18  0.3481E-18  0.1144E-17  0.4486E-17  0.2591E-17  0.7050E-18  0.5899E-18  0.4445E-18  0.9003E-18  0.5287E-18  0.3267E-18  0.3935E-19  0.5190E-20  0.2512E-19  0.5201E-21  0.9434E-24  0.1499E-17  0.4387E-13  0.2777E-15  0.1135E-15  0.3403E-16  0.1226E-16  0.6147E-16  0.9931E-17  0.1333E-16  0.2017E-16  0.2292E-16  0.1049E-19  0.6256E-22  0.2951E-19
         578   54.04       1.285      0.8579E-13  0.3372E-14  0.1754E-14  0.1115E-14  0.5388E-15  0.3619E-15  0.1967E-15  0.7518E-16  0.2243E-16  0.4113E-17  0.9508E-18  0.3655E-18  0.1203E-17  0.4720E-17  0.2729E-17  0.7443E-18  0.6232E-18  0.4700E-18  0.9528E-18  0.5601E-18  0.3517E-18  0.4206E-19  0.5617E-20  0.2738E-19  0.5808E-21  0.1113E-23  0.1561E-17  0.4393E-13  0.2784E-15  0.1138E-15  0.3424E-16  0.1240E-16  0.6263E-16  0.1021E-16  0.1390E-16  0.2109E-16  0.2417E-16  0.1119E-19  0.6923E-22  0.3194E-19
         579   54.42       1.290      0.8606E-13  0.3393E-14  0.1768E-14  0.1125E-14  0.5457E-15  0.3672E-15  0.2005E-15  0.7694E-16  0.2306E-16  0.4242E-17  0.9830E-18  0.3834E-18  0.1264E-17  0.4961E-17  0.2871E-17  0.7848E-18  0.6575E-18  0.4964E-18  0.1007E-17  0.5926E-18  0.3781E-18  0.4490E-19  0.6071E-20  0.2980E-19  0.6466E-21  0.1277E-23  0.1624E-17  0.4400E-13  0.2792E-15  0.1141E-15  0.3446E-16  0.1254E-16  0.6380E-16  0.1049E-16  0.1449E-16  0.2203E-16  0.2545E-16  0.1193E-19  0.7643E-22  0.3451E-19
         580   54.79       1.296      0.8633E-13  0.3414E-14  0.1781E-14  0.1135E-14  0.5526E-15  0.3725E-15  0.2044E-15  0.7872E-16  0.2370E-16  0.4374E-17  0.1016E-17  0.4021E-18  0.1328E-17  0.5212E-17  0.3018E-17  0.8272E-18  0.6935E-18  0.5240E-18  0.1064E-17  0.6268E-18  0.4062E-18  0.4790E-19  0.6558E-20  0.3241E-19  0.7194E-21  0.1463E-23  0.1688E-17  0.4406E-13  0.2799E-15  0.1145E-15  0.3469E-16  0.1269E-16  0.6500E-16  0.1078E-16  0.1509E-16  0.2300E-16  0.2679E-16  0.1270E-19  0.8432E-22  0.3727E-19
         581   55.17       1.303      0.8660E-13  0.3435E-14  0.1795E-14  0.1145E-14  0.5595E-15  0.3779E-15  0.2084E-15  0.8053E-16  0.2436E-16  0.4508E-17  0.1050E-17  0.4215E-18  0.1395E-17  0.5474E-17  0.3173E-17  0.8717E-18  0.7312E-18  0.5530E-18  0.1124E-17  0.6628E-18  0.4362E-18  0.5107E-19  0.7080E-20  0.3524E-19  0.7999E-21  0.1676E-23  0.1755E-17  0.4413E-13  0.2807E-15  0.1149E-15  0.3493E-16  0.1284E-16  0.6624E-16  0.1107E-16  0.1571E-16  0.2401E-16  0.2818E-16  0.1352E-19  0.9297E-22  0.4024E-19
         582   55.56       1.309      0.8687E-13  0.3456E-14  0.1808E-14  0.1154E-14  0.5665E-15  0.3833E-15  0.2124E-15  0.8237E-16  0.2503E-16  0.4646E-17  0.1084E-17  0.4417E-18  0.1465E-17  0.5748E-17  0.3334E-17  0.9181E-18  0.7707E-18  0.5834E-18  0.1187E-17  0.7005E-18  0.4683E-18  0.5444E-19  0.7641E-20  0.3829E-19  0.8887E-21  0.1917E-23  0.1824E-17  0.4419E-13  0.2816E-15  0.1153E-15  0.3518E-16  0.1300E-16  0.6751E-16  0.1137E-16  0.1635E-16  0.2505E-16  0.2965E-16  0.1438E-19  0.1024E-21  0.4341E-19
         583   55.94       1.316      0.8715E-13  0.3477E-14  0.1822E-14  0.1164E-14  0.5734E-15  0.3887E-15  0.2164E-15  0.8423E-16  0.2571E-16  0.4787E-17  0.1120E-17  0.4627E-18  0.1537E-17  0.6033E-17  0.3502E-17  0.9668E-18  0.8121E-18  0.6152E-18  0.1252E-17  0.7401E-18  0.5024E-18  0.5799E-19  0.8241E-20  0.4159E-19  0.9868E-21  0.2192E-23  0.1895E-17  0.4426E-13  0.2825E-15  0.1157E-15  0.3544E-16  0.1316E-16  0.6881E-16  0.1168E-16  0.1702E-16  0.2613E-16  0.3117E-16  0.1530E-19  0.1128E-21  0.4682E-19
         584   56.33       1.322      0.8744E-13  0.3498E-14  0.1835E-14  0.1174E-14  0.5804E-15  0.3941E-15  0.2205E-15  0.8612E-16  0.2640E-16  0.4931E-17  0.1156E-17  0.4845E-18  0.1613E-17  0.6330E-17  0.3678E-17  0.1018E-17  0.8554E-18  0.6486E-18  0.1321E-17  0.7816E-18  0.5388E-18  0.6175E-19  0.8885E-20  0.4514E-19  0.1095E-20  0.2504E-23  0.1968E-17  0.4433E-13  0.2834E-15  0.1161E-15  0.3570E-16  0.1333E-16  0.7014E-16  0.1200E-16  0.1770E-16  0.2725E-16  0.3277E-16  0.1626E-19  0.1241E-21  0.5047E-19
         585   56.72       1.329      0.8772E-13  0.3519E-14  0.1848E-14  0.1184E-14  0.5875E-15  0.3996E-15  0.2246E-15  0.8804E-16  0.2711E-16  0.5078E-17  0.1193E-17  0.5073E-18  0.1691E-17  0.6640E-17  0.3861E-17  0.1071E-17  0.9007E-18  0.6835E-18  0.1394E-17  0.8252E-18  0.5776E-18  0.6572E-19  0.9575E-20  0.4898E-19  0.1214E-20  0.2857E-23  0.2044E-17  0.4440E-13  0.2843E-15  0.1166E-15  0.3598E-16  0.1351E-16  0.7151E-16  0.1233E-16  0.1841E-16  0.2841E-16  0.3443E-16  0.1728E-19  0.1365E-21  0.5438E-19
         586   57.12       1.336      0.8801E-13  0.3540E-14  0.1862E-14  0.1194E-14  0.5945E-15  0.4051E-15  0.2288E-15  0.8998E-16  0.2782E-16  0.5228E-17  0.1231E-17  0.5309E-18  0.1773E-17  0.6962E-17  0.4052E-17  0.1126E-17  0.9480E-18  0.7201E-18  0.1470E-17  0.8709E-18  0.6189E-18  0.6991E-19  0.1031E-19  0.5311E-19  0.1345E-20  0.3257E-23  0.2121E-17  0.4448E-13  0.2853E-15  0.1170E-15  0.3628E-16  0.1369E-16  0.7291E-16  0.1267E-16  0.1914E-16  0.2961E-16  0.3616E-16  0.1836E-19  0.1501E-21  0.5857E-19
         587   57.51       1.343      0.8831E-13  0.3561E-14  0.1875E-14  0.1204E-14  0.6016E-15  0.4107E-15  0.2330E-15  0.9195E-16  0.2855E-16  0.5381E-17  0.1270E-17  0.5555E-18  0.1859E-17  0.7298E-17  0.4252E-17  0.1184E-17  0.9976E-18  0.7583E-18  0.1549E-17  0.9187E-18  0.6628E-18  0.7434E-19  0.1110E-19  0.5756E-19  0.1490E-20  0.3711E-23  0.2201E-17  0.4455E-13  0.2864E-15  0.1175E-15  0.3658E-16  0.1388E-16  0.7435E-16  0.1301E-16  0.1989E-16  0.3084E-16  0.3797E-16  0.1950E-19  0.1648E-21  0.6305E-19
         588   57.91       1.351      0.8860E-13  0.3582E-14  0.1889E-14  0.1214E-14  0.6087E-15  0.4162E-15  0.2373E-15  0.9395E-16  0.2930E-16  0.5537E-17  0.1310E-17  0.5811E-18  0.1948E-17  0.7648E-17  0.4459E-17  0.1245E-17  0.1049E-17  0.7984E-18  0.1632E-17  0.9689E-18  0.7095E-18  0.7901E-19  0.1195E-19  0.6236E-19  0.1649E-20  0.4224E-23  0.2283E-17  0.4463E-13  0.2875E-15  0.1180E-15  0.3689E-16  0.1407E-16  0.7583E-16  0.1337E-16  0.2067E-16  0.3212E-16  0.3985E-16  0.2070E-19  0.1810E-21  0.6784E-19
         589   58.31       1.358      0.8891E-13  0.3603E-14  0.1902E-14  0.1224E-14  0.6158E-15  0.4218E-15  0.2415E-15  0.9597E-16  0.3005E-16  0.5696E-17  0.1350E-17  0.6076E-18  0.2040E-17  0.8011E-17  0.4675E-17  0.1308E-17  0.1103E-17  0.8402E-18  0.1719E-17  0.1021E-17  0.7592E-18  0.8393E-19  0.1285E-19  0.6752E-19  0.1824E-20  0.4803E-23  0.2367E-17  0.4471E-13  0.2886E-15  0.1186E-15  0.3722E-16  0.1428E-16  0.7734E-16  0.1373E-16  0.2147E-16  0.3345E-16  0.4182E-16  0.2197E-19  0.1985E-21  0.7296E-19
         590   58.72       1.366      0.8921E-13  0.3624E-14  0.1916E-14  0.1234E-14  0.6229E-15  0.4275E-15  0.2459E-15  0.9802E-16  0.3082E-16  0.5859E-17  0.1392E-17  0.6352E-18  0.2136E-17  0.8390E-17  0.4901E-17  0.1374E-17  0.1160E-17  0.8839E-18  0.1810E-17  0.1076E-17  0.8119E-18  0.8912E-19  0.1382E-19  0.7307E-19  0.2015E-20  0.5458E-23  0.2454E-17  0.4479E-13  0.2898E-15  0.1191E-15  0.3755E-16  0.1449E-16  0.7889E-16  0.1410E-16  0.2230E-16  0.3481E-16  0.4387E-16  0.2330E-19  0.2177E-21  0.7844E-19
         591   59.13       1.374      0.8952E-13  0.3645E-14  0.1929E-14  0.1244E-14  0.6301E-15  0.4331E-15  0.2502E-15  0.1001E-15  0.3160E-16  0.6024E-17  0.1434E-17  0.6638E-18  0.2237E-17  0.8783E-17  0.5135E-17  0.1443E-17  0.1219E-17  0.9297E-18  0.1905E-17  0.1134E-17  0.8680E-18  0.9458E-19  0.1485E-19  0.7904E-19  0.2226E-20  0.6197E-23  0.2544E-17  0.4487E-13  0.2911E-15  0.1197E-15  0.3790E-16  0.1471E-16  0.8048E-16  0.1448E-16  0.2314E-16  0.3623E-16  0.4600E-16  0.2471E-19  0.2385E-21  0.8429E-19
         592   59.54       1.382      0.8983E-13  0.3665E-14  0.1942E-14  0.1254E-14  0.6372E-15  0.4388E-15  0.2546E-15  0.1022E-15  0.3240E-16  0.6193E-17  0.1477E-17  0.6935E-18  0.2341E-17  0.9192E-17  0.5379E-17  0.1515E-17  0.1281E-17  0.9774E-18  0.2005E-17  0.1194E-17  0.9275E-18  0.1003E-18  0.1595E-19  0.8545E-19  0.2457E-20  0.7029E-23  0.2635E-17  0.4496E-13  0.2924E-15  0.1203E-15  0.3827E-16  0.1493E-16  0.8211E-16  0.1487E-16  0.2402E-16  0.3768E-16  0.4821E-16  0.2619E-19  0.2612E-21  0.9053E-19
         593   59.95       1.390      0.9015E-13  0.3686E-14  0.1956E-14  0.1263E-14  0.6444E-15  0.4445E-15  0.2591E-15  0.1043E-15  0.3320E-16  0.6365E-17  0.1521E-17  0.7243E-18  0.2449E-17  0.9616E-17  0.5633E-17  0.1590E-17  0.1345E-17  0.1027E-17  0.2109E-17  0.1257E-17  0.9906E-18  0.1064E-18  0.1712E-19  0.9234E-19  0.2711E-20  0.7967E-23  0.2729E-17  0.4504E-13  0.2937E-15  0.1209E-15  0.3864E-16  0.1516E-16  0.8377E-16  0.1527E-16  0.2492E-16  0.3919E-16  0.5052E-16  0.2775E-19  0.2859E-21  0.9719E-19
         594   60.36       1.399      0.9046E-13  0.3707E-14  0.1969E-14  0.1273E-14  0.6515E-15  0.4502E-15  0.2635E-15  0.1065E-15  0.3402E-16  0.6540E-17  0.1566E-17  0.7562E-18  0.2561E-17  0.1006E-16  0.5897E-17  0.1668E-17  0.1412E-17  0.1079E-17  0.2218E-17  0.1323E-17  0.1058E-17  0.1128E-18  0.1837E-19  0.9974E-19  0.2988E-20  0.9023E-23  0.2826E-17  0.4513E-13  0.2951E-15  0.1216E-15  0.3903E-16  0.1541E-16  0.8548E-16  0.1568E-16  0.2585E-16  0.4074E-16  0.5292E-16  0.2939E-19  0.3127E-21  0.1043E-18
         595   60.78       1.407      0.9079E-13  0.3728E-14  0.1982E-14  0.1283E-14  0.6587E-15  0.4559E-15  0.2681E-15  0.1086E-15  0.3486E-16  0.6718E-17  0.1612E-17  0.7893E-18  0.2678E-17  0.1052E-16  0.6172E-17  0.1749E-17  0.1482E-17  0.1134E-17  0.2331E-17  0.1391E-17  0.1129E-17  0.1195E-18  0.1970E-19  0.1077E-18  0.3292E-20  0.1021E-22  0.2925E-17  0.4522E-13  0.2965E-15  0.1222E-15  0.3944E-16  0.1565E-16  0.8722E-16  0.1609E-16  0.2680E-16  0.4234E-16  0.5542E-16  0.3112E-19  0.3418E-21  0.1119E-18
         596   61.20       1.416      0.9111E-13  0.3748E-14  0.1995E-14  0.1293E-14  0.6659E-15  0.4617E-15  0.2726E-15  0.1108E-15  0.3570E-16  0.6899E-17  0.1659E-17  0.8236E-18  0.2799E-17  0.1099E-16  0.6457E-17  0.1834E-17  0.1554E-17  0.1190E-17  0.2450E-17  0.1463E-17  0.1204E-17  0.1265E-18  0.2113E-19  0.1162E-18  0.3625E-20  0.1154E-22  0.3027E-17  0.4531E-13  0.2980E-15  0.1229E-15  0.3985E-16  0.1591E-16  0.8901E-16  0.1652E-16  0.2778E-16  0.4399E-16  0.5801E-16  0.3293E-19  0.3734E-21  0.1200E-18
         597   61.63       1.425      0.9144E-13  0.3769E-14  0.2008E-14  0.1303E-14  0.6731E-15  0.4674E-15  0.2772E-15  0.1131E-15  0.3656E-16  0.7084E-17  0.1707E-17  0.8592E-18  0.2924E-17  0.1148E-16  0.6754E-17  0.1922E-17  0.1630E-17  0.1249E-17  0.2573E-17  0.1538E-17  0.1283E-17  0.1339E-18  0.2264E-19  0.1253E-18  0.3989E-20  0.1304E-22  0.3132E-17  0.4541E-13  0.2996E-15  0.1236E-15  0.4028E-16  0.1618E-16  0.9083E-16  0.1696E-16  0.2879E-16  0.4569E-16  0.6071E-16  0.3484E-19  0.4077E-21  0.1286E-18
         598   62.06       1.434      0.9178E-13  0.3789E-14  0.2022E-14  0.1312E-14  0.6803E-15  0.4732E-15  0.2818E-15  0.1153E-15  0.3742E-16  0.7271E-17  0.1755E-17  0.8960E-18  0.3055E-17  0.1200E-16  0.7062E-17  0.2014E-17  0.1709E-17  0.1311E-17  0.2702E-17  0.1616E-17  0.1368E-17  0.1417E-18  0.2425E-19  0.1351E-18  0.4387E-20  0.1472E-22  0.3239E-17  0.4550E-13  0.3012E-15  0.1244E-15  0.4073E-16  0.1645E-16  0.9270E-16  0.1741E-16  0.2982E-16  0.4745E-16  0.6351E-16  0.3685E-19  0.4449E-21  0.1377E-18
         599   62.49       1.444      0.9212E-13  0.3809E-14  0.2035E-14  0.1322E-14  0.6875E-15  0.4790E-15  0.2864E-15  0.1176E-15  0.3830E-16  0.7462E-17  0.1805E-17  0.9341E-18  0.3190E-17  0.1253E-16  0.7381E-17  0.2109E-17  0.1792E-17  0.1375E-17  0.2837E-17  0.1698E-17  0.1457E-17  0.1498E-18  0.2596E-19  0.1456E-18  0.4821E-20  0.1661E-22  0.3348E-17  0.4560E-13  0.3028E-15  0.1252E-15  0.4119E-16  0.1673E-16  0.9461E-16  0.1787E-16  0.3088E-16  0.4925E-16  0.6641E-16  0.3896E-19  0.4853E-21  0.1475E-18
         600   62.92       1.453      0.9246E-13  0.3830E-14  0.2048E-14  0.1331E-14  0.6947E-15  0.4848E-15  0.2911E-15  0.1199E-15  0.3920E-16  0.7656E-17  0.1855E-17  0.9736E-18  0.3330E-17  0.1308E-16  0.7713E-17  0.2209E-17  0.1877E-17  0.1442E-17  0.2977E-17  0.1783E-17  0.1551E-17  0.1584E-18  0.2779E-19  0.1568E-18  0.5295E-20  0.1871E-22  0.3461E-17  0.4570E-13  0.3046E-15  0.1260E-15  0.4166E-16  0.1702E-16  0.9656E-16  0.1833E-16  0.3198E-16  0.5111E-16  0.6943E-16  0.4117E-19  0.5289E-21  0.1579E-18
         601   63.36       1.463      0.9280E-13  0.3850E-14  0.2061E-14  0.1341E-14  0.7019E-15  0.4907E-15  0.2958E-15  0.1222E-15  0.4010E-16  0.7853E-17  0.1906E-17  0.1014E-17  0.3475E-17  0.1365E-16  0.8058E-17  0.2312E-17  0.1967E-17  0.1511E-17  0.3123E-17  0.1872E-17  0.1651E-17  0.1673E-18  0.2973E-19  0.1688E-18  0.5812E-20  0.2108E-22  0.3576E-17  0.4580E-13  0.3063E-15  0.1268E-15  0.4215E-16  0.1732E-16  0.9855E-16  0.1881E-16  0.3310E-16  0.5303E-16  0.7256E-16  0.4350E-19  0.5762E-21  0.1689E-18
         602   63.80       1.473      0.9315E-13  0.3870E-14  0.2073E-14  0.1351E-14  0.7091E-15  0.4965E-15  0.3005E-15  0.1245E-15  0.4102E-16  0.8053E-17  0.1958E-17  0.1057E-17  0.3626E-17  0.1424E-16  0.8415E-17  0.2419E-17  0.2059E-17  0.1584E-17  0.3276E-17  0.1964E-17  0.1757E-17  0.1767E-18  0.3179E-19  0.1816E-18  0.6376E-20  0.2371E-22  0.3694E-17  0.4591E-13  0.3082E-15  0.1276E-15  0.4266E-16  0.1763E-16  0.1006E-15  0.1930E-16  0.3425E-16  0.5499E-16  0.7581E-16  0.4594E-19  0.6273E-21  0.1806E-18
         603   64.24       1.484      0.9350E-13  0.3890E-14  0.2086E-14  0.1360E-14  0.7163E-15  0.5024E-15  0.3053E-15  0.1269E-15  0.4195E-16  0.8256E-17  0.2011E-17  0.1100E-17  0.3782E-17  0.1485E-16  0.8786E-17  0.2530E-17  0.2156E-17  0.1659E-17  0.3435E-17  0.2060E-17  0.1868E-17  0.1865E-18  0.3397E-19  0.1953E-18  0.6990E-20  0.2666E-22  0.3815E-17  0.4601E-13  0.3101E-15  0.1285E-15  0.4318E-16  0.1795E-16  0.1027E-15  0.1980E-16  0.3543E-16  0.5702E-16  0.7917E-16  0.4850E-19  0.6826E-21  0.1931E-18
         604   64.69       1.494      0.9386E-13  0.3909E-14  0.2099E-14  0.1369E-14  0.7235E-15  0.5082E-15  0.3101E-15  0.1292E-15  0.4289E-16  0.8463E-17  0.2065E-17  0.1146E-17  0.3943E-17  0.1548E-16  0.9170E-17  0.2646E-17  0.2256E-17  0.1738E-17  0.3600E-17  0.2161E-17  0.1985E-17  0.1968E-18  0.3630E-19  0.2100E-18  0.7659E-20  0.2996E-22  0.3938E-17  0.4612E-13  0.3121E-15  0.1294E-15  0.4371E-16  0.1828E-16  0.1048E-15  0.2031E-16  0.3664E-16  0.5910E-16  0.8266E-16  0.5118E-19  0.7423E-21  0.2063E-18
         605   65.13       1.505      0.9422E-13  0.3929E-14  0.2112E-14  0.1379E-14  0.7306E-15  0.5141E-15  0.3149E-15  0.1316E-15  0.4384E-16  0.8672E-17  0.2120E-17  0.1192E-17  0.4110E-17  0.1614E-16  0.9569E-17  0.2766E-17  0.2360E-17  0.1819E-17  0.3772E-17  0.2265E-17  0.2110E-17  0.2076E-18  0.3876E-19  0.2256E-18  0.8387E-20  0.3363E-22  0.4065E-17  0.4623E-13  0.3141E-15  0.1303E-15  0.4427E-16  0.1861E-16  0.1070E-15  0.2083E-16  0.3788E-16  0.6125E-16  0.8628E-16  0.5399E-19  0.8069E-21  0.2204E-18
         606   65.59       1.516      0.9458E-13  0.3949E-14  0.2124E-14  0.1388E-14  0.7378E-15  0.5199E-15  0.3197E-15  0.1341E-15  0.4480E-16  0.8884E-17  0.2176E-17  0.1240E-17  0.4283E-17  0.1681E-16  0.9981E-17  0.2891E-17  0.2468E-17  0.1904E-17  0.3951E-17  0.2374E-17  0.2240E-17  0.2189E-18  0.4137E-19  0.2423E-18  0.9178E-20  0.3772E-22  0.4194E-17  0.4635E-13  0.3162E-15  0.1313E-15  0.4484E-16  0.1896E-16  0.1092E-15  0.2136E-16  0.3915E-16  0.6345E-16  0.9002E-16  0.5694E-19  0.8765E-21  0.2353E-18
         607   66.04       1.527      0.9495E-13  0.3968E-14  0.2137E-14  0.1397E-14  0.7449E-15  0.5258E-15  0.3245E-15  0.1365E-15  0.4578E-16  0.9100E-17  0.2232E-17  0.1290E-17  0.4462E-17  0.1751E-16  0.1041E-16  0.3020E-17  0.2581E-17  0.1992E-17  0.4137E-17  0.2487E-17  0.2378E-17  0.2307E-18  0.4414E-19  0.2601E-18  0.1004E-19  0.4229E-22  0.4326E-17  0.4646E-13  0.3183E-15  0.1323E-15  0.4542E-16  0.1932E-16  0.1114E-15  0.2190E-16  0.4046E-16  0.6571E-16  0.9390E-16  0.6003E-19  0.9516E-21  0.2511E-18
         608   66.50       1.538      0.9532E-13  0.3987E-14  0.2149E-14  0.1407E-14  0.7520E-15  0.5316E-15  0.3294E-15  0.1390E-15  0.4676E-16  0.9318E-17  0.2289E-17  0.1342E-17  0.4647E-17  0.1824E-16  0.1085E-16  0.3154E-17  0.2697E-17  0.2083E-17  0.4330E-17  0.2604E-17  0.2524E-17  0.2430E-18  0.4708E-19  0.2791E-18  0.1097E-19  0.4736E-22  0.4461E-17  0.4658E-13  0.3205E-15  0.1333E-15  0.4603E-16  0.1968E-16  0.1137E-15  0.2245E-16  0.4179E-16  0.6803E-16  0.9791E-16  0.6326E-19  0.1033E-20  0.2679E-18
         609   66.96       1.550      0.9569E-13  0.4006E-14  0.2162E-14  0.1416E-14  0.7591E-15  0.5375E-15  0.3343E-15  0.1414E-15  0.4776E-16  0.9540E-17  0.2348E-17  0.1395E-17  0.4838E-17  0.1899E-16  0.1131E-16  0.3293E-17  0.2818E-17  0.2178E-17  0.4532E-17  0.2726E-17  0.2677E-17  0.2559E-18  0.5019E-19  0.2994E-18  0.1199E-19  0.5301E-22  0.4599E-17  0.4670E-13  0.3228E-15  0.1344E-15  0.4665E-16  0.2006E-16  0.1161E-15  0.2301E-16  0.4316E-16  0.7041E-16  0.1021E-15  0.6665E-19  0.1120E-20  0.2857E-18
